quote,author,tags
"it happens to everyone as they grow up. you find out who you are and what you want, and then you realize that people youve known forever dont see things the way you do. so you keep the wonderful memories, but find yourself moving on.",Nicholas Sparks,['moving-on']
"im quite illiterate, but i read a lot. ","J.D. Salinger,",['holden']
"we waste time looking for the perfect lover, instead of creating the perfect love.",Tom Robbins,"['love', 'sex']"
time is a drug. too much of it kills you.,"Terry Pratchett,","['humor', 'science']"
maybe everâbody in the whole damn world is scared of each other.,"John Steinbeck,","['loneliness', 'people', 'scared', 'world']"
"is fat really the worst thing a human being can be? is fat worse than vindictive, jealous, shallow, vain, boring or cruel? not to me.",J.K. Rowling,['inspirational']
"if a book about failures doesnt sell, is it a success?",Jerry Seinfeld,"['books', 'funny']"
imagine smiling after a slap in the face. then think of doing it twentyfour hours a day.,"Markus Zusak,","['pain', 'sadness', 'stoicism']"
"you were born with wings, why prefer to crawl through life?",Rumi,['inspirational']
wherever you go becomes a part of you somehow.,Anita Desai,['travel']
"the function of prayer is not to influence god, but rather to change the nature of the one who prays.",Soren Kierkegaard,"['faith', 'god', 'prayer']"
"when you do things from your soul, you feel a river moving in you, a joy.",Rumi,['joy']
how did it get so late so soon?,Dr. Seuss,"['afternoon', 'december', 'flewn', 'june', 'late', 'night', 'soon', 'time']"
"i am an excitable person who only understands life lyrically, musically, in whom feelings are much stronger as reason. i am so thirsty for the marvelous that only the marvelous has power over me. anything i can not transform into something marvelous, i let go. reality doesnt impress me. i only believe in intoxication, in ecstasy, and when ordinary life shackles me, i escape, one way or another. no more walls.",Anais Nin,"['anais-nin', 'art']"
i can resist anything except temptation.,"Oscar Wilde,",['temptation']
atticus told me to delete the adjectives and id have the facts.,"Harper Lee,",['writing-advice']
life shrinks or expands in proportion to ones courage.,Anais Nin,"['courage', 'life']"
we can easily forgive a child who is afraid of the dark the real tragedy of life is when men are afraid of the light.,Plato,"['darkness', 'dishonesty', 'fear', 'light', 'willful-ignorance']"
i would like to be the air that inhabits you for a moment only. i would like to be that unnoticed and that necessary.,Margaret Atwood,"['love', 'obsession', 'sleep']"
"maybe you can afford to wait. maybe for you theres a tomorrow. maybe for you theres one thousand tomorrows, or three thousand, or ten, so much time you can bathe in it, roll around it, let it slide like coins through you fingers. so much time you can waste it.but for some of us theres only today. and the truth is, you never really know.","Lauren Oliver,",['inspirational-life']
"dont stop there. i suppose there are also, what, vampires and werewolves and zombies?""""of course there are. although you mostly find zombies farther south, where the voudun priests are.""""what about mummies? do they only hang around egypt?""""dont be ridiculous. no one believes in mummies.","Cassandra Clare,","['clary-fray', 'jace-wayland', 'joke', 'mummies', 'sarcasm', 'vampire', 'werewolf', 'zombies']"
"one ought, every day at least, to hear a little song, read a good poem, see a fine picture, and, if it were possible, to speak a few reasonable words.","Johann Wolfgang von Goethe,","['art', 'good-life', 'music', 'poetry', 'self-improvement']"
you speak an infinite deal of nothing.,"William Shakespeare,","['insults', 'shakespeare']"
"it doesnt interest me what you do for a living. i want to know what you ache for, and if you dare to dream of meeting your hearts longing.it doesnt interest me how old you are. i want to know if you will risk looking like a fool for love, for your dream, for the adventure of being alive. it doesnt interest me what planets are squaring your moon. i want to know if you have touched the center of your own sorrow, if you have been opened by lifes betrayals or have become shriveled and closed from fear of further pain!i want to know if you can sit with pain, mine or your own, without moving to hide it or fade it, or fix it. i want to know if you can be with joy, mine or your own, if you can dance with wildness and let the ecstasy fill you to the tips of your fingers and toes without cautioning us to be careful, to be realistic, to remember the limitations of being human. it doesnt interest me if the story you are telling me is true. i want to know if you can disappoint another to be true to yourself if you can bear the accusation of betrayal and not betray your own soul if you can be faithlessand therefore trustworthy. i want to know if you can see beauty even when its not pretty, every day,and if you can source your own life from its presence. i want to know if you can live with failure, yours and mine, and still stand on the edge of the lake and shout to the silver of the full moon, âœyes!âit doesnt interest me to know where you live or how much money you have. i want to know if you can get up, after the night of grief and despair, weary and bruised to the bone, and do what needs to be done to feed the children. it doesnt interest me who you know or how you came to be here. i want to know if you will stand in the center of the fire with me and not shrink back. it doesnt interest me where or what or with whom you have studied. i want to know what sustains you, from the inside, when all else falls away. i want to know if you can be alone with yourself and if you truly like the company you keep in the empty moments.",Oriah Mountain Dreamer,['inspirational']
all you have to do is write one true sentence. write the truest sentence that you know.,Ernest Hemingway,"['truth', 'writing', 'writing-advice']"
"sometimes, you read a book and it fills you with this weird evangelical zeal, and you become convinced that the shattered world will never be put back together unless and until all living humans read the book. and then there are books like an imperial affliction, which you cant tell people about, books so special and rare and yours that advertising your affection feels like betrayal","John Green,","['books', 'john-green', 'reading', 'the-fault-in-our-stars']"
"a cynic is a man who knows the price of everything, and the value of nothing.",Oscar Wilde,['cynicism']
"he does something to me, that boy. every time. itâs his only detriment. he steps on my heart. he makes me cry.","Markus Zusak,","['heartbreak', 'love', 'sad']"
gravitation is not responsible for people falling in love.,Albert Einstein,['love']
"you know, when it works, love is pretty amazing. its not overrated. theres a reason for all those songs.","Sarah Dessen,",['love']
"to me, fearless is not the absense of fear. its not being completely unafraid. to me, fearless is having fears. fearless is having doubts. lots of them. to me, fearless is living in spite of those things that scare you to death.",Taylor Swift,"['fearless', 'inspirational', 'love']"
but in the end one needs more courage to live than to kill himself.,Albert Camus,"['enduring', 'going-on', 'suicide', 'survival']"
"the moment you doubt whether you can fly, you cease for ever to be able to do it.","J. M. Barrie,","['barrie', 'belief', 'fantasy', 'flying', 'imagination', 'kensington-gardens', 'london', 'magic', 'neverland', 'park', 'peter-pan', 'scotland', 'self-confidence']"
say provoking again. your mouth looks provocative when you do.,"Becca Fitzpatrick,","['fallen-anger', 'humor', 'nephlim', 'romance']"
"there are three types of lies lies, damn lies, and statistics.",Benjamin Disraeli,"['lies', 'lying', 'misattributed-mark-twain', 'statistics', 'truth']"
"words are easy, like the wind faithful friends are hard to find.","William Shakespeare,",['friendship']
i dream. sometimes i think thats the only right thing to do.,"Haruki Murakami,","['dreaming', 'dreams']"
"dont be afraid of death be afraid of an unlived life. you dont have to live forever, you just have to live.","Natalie Babbitt,",['life']
"the very least you can do in your life is figure out what you hope for. and the most you can do is live inside that hope. not admire it from a distance but live right in it, under its roof.","Barbara Kingsolver,",['hope']
